PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: c:\Pfeiffer Vacuum\data\001-18-2024\Monitor, Position 1, RGA PrismaPro A 200 47504651, 001-18-2024 08'55'31.isi
01/18/2024 08:55:31
SensorID:  RGA PrismaPro A 200 47504651
56 Bins
125 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(Torr)	Analog_1	1_amu	2_amu	3_amu	4_amu	5_amu	6_amu	7_amu	8_amu	9_amu	10_amu	11_amu	12_amu	13_amu	14_amu	15_amu	16_amu	17_amu	18_amu	19_amu	20_amu	21_amu	22_amu	23_amu	24_amu	25_amu	26_amu	27_amu	28_amu	29_amu	30_amu	31_amu	32_amu	33_amu	34_amu	35_amu	36_amu	37_amu	38_amu	39_amu	40_amu	41_amu	42_amu	43_amu	44_amu	45_amu	46_amu	47_amu	48_amu	49_amu	50_amu	Periph:_Digital_In_0	Periph:_Digital_In_1
187.679	1705564718.787	01/18/2024_08:58:38.787	1	2	1.362600415e-07	0.01000000071	6.301446994e-13	5.096702574e-12	8.146118295e-15	6.41624747e-15	4.999999912e-15	2.950215755e-14	9.089684029e-14	5.356309065e-14	4.999999912e-15	1.660675856e-14	9.467110222e-15	3.641535315e-13	1.187005816e-13	6.61298143e-12	3.079169677e-13	2.47262974e-12	3.598995884e-12	9.905381203e-12	4.022735988e-14	2.537248298e-13	1.427929498e-14	2.547627772e-14	8.900971187e-15	5.585909881e-14	8.768872672e-14	2.174290208e-13	3.321351711e-13	3.771907439e-11	5.465133554e-13	6.52098384e-13	2.802390549e-14	7.369421913e-12	5.129853112e-14	6.013659487e-14	2.019230832e-14	4.793314725e-14	4.944285473e-14	7.240296009e-14	1.471962743e-13	6.54331461e-13	1.370057632e-13	9.297269443e-14	1.327597022e-13	1.016204699e-12	6.567218557e-14	3.481758068e-14	4.999999912e-15	1.519141055e-14	2.355769388e-14	3.076024543e-14	1	1
196.698	1705564727.806	01/18/2024_08:58:47.806	1	2	1.322732714e-07	0.00800000038	6.238267823e-13	5.00335667e-12	1.629616852e-14	1.091784303e-14	4.999999912e-15	4.999999912e-15	7.643276338e-14	4.016838606e-14	9.093615279e-15	2.387614608e-14	1.010008608e-14	3.696930186e-13	1.304361892e-13	6.578560179e-12	3.152178497e-13	2.442329759e-12	3.555029535e-12	9.816862601e-12	6.246798868e-14	2.596732508e-13	7.772623352e-15	2.022769227e-14	9.974277128e-15	6.322284411e-14	1.014372573e-13	2.01518137e-13	3.208163173e-13	3.753142241e-11	5.335274865e-13	6.320672067e-13	1.500662862e-14	7.343336009e-12	4.985566132e-14	6.338010086e-14	2.746169753e-14	5.963728589e-14	6.778340503e-14	7.121169973e-14	1.55472125e-13	6.514731788e-13	1.349023974e-13	7.001650914e-14	1.52893052e-13	1.007402061e-12	6.806648344e-14	1.708247259e-14	4.999999912e-15	3.324890276e-14	2.290112985e-14	1.925267603e-14	1	1
205.717	1705564736.825	01/18/2024_08:58:56.825	1	2	1.314302978e-07	0.0120000001	5.910260887e-13	4.966639513e-12	1.221131486e-14	1.258874088e-14	9.412069174e-15	5.795066541e-15	1.075743634e-13	4.523611981e-14	1.55452467e-14	1.887917855e-14	1.177098309e-14	3.508256511e-13	1.20343961e-13	6.567650937e-12	3.004078106e-13	2.425632395e-12	3.512573262e-12	9.647260421e-12	4.93249037e-14	2.698362367e-13	4.999999912e-15	3.24350769e-14	1.626864672e-14	7.027206914e-14	8.738205336e-14	1.959235996e-13	3.00565047e-13	3.736350812e-11	5.326193046e-13	6.150240907e-13	3.460527356e-14	7.30974916e-12	3.756178447e-14	4.916764017e-14	3.762468513e-14	7.4769726e-14	6.17485189e-14	6.92970529e-14	1.431782481e-13	6.352478764e-13	1.288360423e-13	6.907687855e-14	1.377999277e-13	9.994799042e-13	5.806861475e-14	1.975984209e-14	1.796706637e-14	8.814477265e-15	5.983779976e-15	3.894568045e-14	1	1
214.736	1705564745.844	01/18/2024_08:59:05.844	1	2	1.348198992e-07	0.01000000071	5.93561875e-13	4.875589515e-12	4.999999912e-15	1.059545806e-14	4.999999912e-15	2.732802388e-14	1.092295335e-13	5.749068078e-14	8.142186368e-15	2.732802388e-14	1.757784456e-14	3.488009035e-13	1.318122179e-13	6.548107109e-12	2.758632895e-13	2.418103695e-12	3.473702445e-12	9.600809731e-12	5.428256043e-14	2.576839024e-13	6.978455001e-15	4.223636279e-14	1.430681677e-14	5.299301037e-14	8.265243145e-14	2.108830146e-13	3.070324214e-13	3.72322069e-11	5.379858885e-13	6.171510785e-13	2.075451796e-14	7.285535022e-12	5.632695238e-14	5.264704146e-14	2.584977181e-14	6.154801603e-14	7.406598392e-14	5.887457676e-14	1.234773866e-13	6.407087317e-13	1.123118593e-13	5.912619298e-14	1.296420111e-13	9.880038411e-13	5.65785686e-14	3.059905167e-14	1.509312084e-14	1.138176298e-14	1.716896482e-14	2.647881406e-14	1	1
223.755	1705564754.863	01/18/2024_08:59:14.863	1	2	1.256725284e-07	0.0120000001	5.736290349e-13	4.806512393e-12	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.481791476e-14	1.110616319e-13	6.416640494e-14	1.079203323e-14	2.944318712e-14	7.70971845e-15	3.426755949e-13	1.013743532e-13	6.525516672e-12	2.831680474e-13	2.408691519e-12	3.451268785e-12	9.524719555e-12	3.771511437e-14	2.649257766e-13	1.525824653e-14	3.450698725e-14	2.714717387e-14	3.551346229e-14	7.479724441e-14	1.944728422e-13	2.948368275e-13	3.713806346e-11	5.176441415e-13	6.046094615e-13	4.999999912e-15	7.27008384e-12	5.863082101e-14	5.655497704e-14	3.494731902e-14	5.916550886e-14	6.56761158e-14	5.372428441e-14	1.237997741e-13	6.210274807e-13	1.237683187e-13	5.391299657e-14	1.445267652e-13	9.785132773e-13	6.268814948e-14	2.897139993e-14	4.999999912e-15	1.802604019e-14	2.428502244e-14	3.573362309e-14	1	1
232.774	1705564763.882	01/18/2024_08:59:23.882	1	2	1.230730078e-07	0.0120000001	5.591689221e-13	4.733189968e-12	4.999999912e-15	4.999999912e-15	4.999999912e-15	2.152509263e-14	1.09654141e-13	5.933063285e-14	1.731050063e-14	1.290719308e-14	4.999999912e-15	3.393495608e-13	1.152526425e-13	6.493537912e-12	2.804710132e-13	2.403965915e-12	3.430345417e-12	9.435684872e-12	4.445374597e-14	2.62040037e-13	6.050614687e-15	2.967121178e-14	4.999999912e-15	5.127887318e-14	7.942858339e-14	1.678092615e-13	2.802508117e-13	3.691777092e-11	5.131543519e-13	6.163175981e-13	3.033171113e-14	7.233450384e-12	6.178390454e-14	7.694386306e-14	2.224849435e-14	6.647028034e-14	7.316959945e-14	6.285327348e-14	1.175486439e-13	6.102787546e-13	1.131138843e-13	6.080888831e-14	1.262923685e-13	9.779706342e-13	6.354521808e-14	3.108656317e-14	9.101477438e-15	1.240395895e-14	8.50388553e-15	2.850748337e-14	1	1
241.793	1705564772.901	01/18/2024_08:59:32.901	1	2	1.262406926e-07	0.01000000071	5.696031754e-13	4.684462453e-12	2.466245185e-14	1.799458647e-14	1.579293269e-14	1.20501211e-14	1.016574249e-13	5.878807776e-14	4.999999912e-15	7.458101384e-15	4.999999912e-15	3.37108542e-13	9.14669138e-14	6.514036706e-12	2.960634396e-13	2.383608502e-12	3.397690332e-12	9.35673327e-12	5.564286485e-14	2.470609166e-13	4.999999912e-15	2.010188416e-14	4.999999912e-15	3.45698913e-14	6.391479549e-14	1.870501367e-13	2.74204162e-13	3.688876635e-11	5.256959148e-13	6.085724372e-13	3.101579527e-14	7.204286213e-12	5.614609729e-14	6.001471699e-14	1.585583674e-14	5.40387979e-14	4.743384166e-14	5.646062096e-14	1.292409918e-13	6.360616244e-13	1.241457295e-13	6.127280486e-14	1.318829892e-13	9.500175169e-13	7.278430788e-14	1.849782229e-14	1.359127891e-14	2.428502413e-14	4.999999912e-15	3.148757906e-14	1	1
250.812	1705564781.920	01/18/2024_08:59:41.920	1	2	1.239890395e-07	0.01000000071	5.590470578e-13	4.653116434e-12	3.080742177e-14	7.123921475e-15	9.388479306e-15	4.999999912e-15	7.361386484e-14	6.021523341e-14	6.085999489e-15	7.973131297e-15	1.322564698e-14	3.494495817e-13	1.13054924e-13	6.50110521e-12	2.802233272e-13	2.36522065e-12	3.376817706e-12	9.291466034e-12	3.445587728e-14	2.533316981e-13	1.02062371e-14	2.571216792e-14	9.199767142e-15	4.502381269e-14	8.477938539e-14	1.791674312e-13	2.93559041e-13	3.687804576e-11	4.983757547e-13	5.990227845e-13	1.662248457e-14	7.186402515e-12	5.027633176e-14	4.989890405e-14	1.687410418e-14	7.373967295e-14	6.682019304e-14	6.376932267e-14	1.226163946e-13	6.217627324e-13	1.115452132e-13	5.684984276e-14	1.298503812e-13	9.497462495e-13	6.159912261e-14	1.030059318e-14	1.508132676e-14	2.451698411e-14	8.822340272e-15	2.888884132e-14	1	1
259.831	1705564790.939	01/18/2024_08:59:50.939	1	2	1.21344101e-07	0.01400000043	5.62785929e-13	4.600508342e-12	4.999999912e-15	4.999999912e-15	1.051682714e-14	1.985812841e-14	9.634988255e-14	4.942319001e-14	1.120877513e-14	2.618001979e-14	5.169953685e-15	3.353236742e-13	1.021370759e-13	6.469272167e-12	2.715385967e-13	2.353909602e-12	3.330170341e-12	9.226025326e-12	5.448699692e-14	2.589262626e-13	1.718469253e-14	2.353803425e-14	1.168055893e-14	3.659069846e-14	5.467570569e-14	1.873410688e-13	2.574165382e-13	3.65918823e-11	5.2221259e-13	5.646100991e-13	3.083494357e-14	7.17881787e-12	6.898646286e-14	6.908082233e-14	2.951395164e-14	4.527150207e-14	5.363778201e-14	6.112340858e-14	1.023572435e-13	6.096182044e-13	9.556356493e-14	6.017984776e-14	1.241850589e-13	9.518496017e-13	6.235004104e-14	2.237430415e-14	4.999999912e-15	1.322171505e-14	1.193217684e-14	2.099040817e-14	1	1
268.85	1705564799.958	01/18/2024_08:59:59.958	1	2	1.20719406e-07	0.01000000071	5.512193891e-13	4.520769609e-12	4.999999912e-15	3.122023514e-14	1.366990898e-14	1.175132599e-14	9.642063352e-14	6.446520428e-14	4.999999912e-15	7.662540409e-15	4.999999912e-15	3.184731396e-13	9.771017681e-14	6.459042936e-12	2.910468362e-13	2.350095812e-12	3.320537855e-12	9.155439427e-12	5.874090819e-14	2.536816243e-13	5.995574486e-15	2.603062182e-14	4.999999912e-15	3.581225824e-14	6.150869338e-14	1.837004669e-13	2.820829236e-13	3.657756736e-11	5.11337988e-13	5.823255832e-13	2.326282816e-14	7.160127526e-12	5.374000873e-14	1.870226047e-14	2.461527381e-14	5.024881336e-14	4.930524576e-14	4.496484565e-14	1.290994492e-13	6.272393629e-13	1.082466636e-13	7.493878022e-14	1.391956076e-13	9.107807824e-13	6.889996386e-14	3.471143051e-14	4.999999912e-15	1.687803272e-14	4.999999912e-15	6.341547635e-15	1	1
277.869	1705564808.977	01/18/2024_09:00:08.977	1	2	1.167047756e-07	0.01000000071	5.44807038e-13	4.532882316e-12	4.999999912e-15	4.999999912e-15	4.999999912e-15	4.999999912e-15	9.576406101e-14	4.594379212e-14	8.641490267e-15	3.210482553e-14	1.087459607e-14	3.43072684e-13	1.188814401e-13	6.418551454e-12	2.748528672e-13	2.331024479e-12	3.275848559e-12	9.040107204e-12	4.091144063e-14	2.427716231e-13	4.999999912e-15	1.858038429e-14	1.273027585e-14	3.760896081e-14	6.918696573e-14	1.808108107e-13	2.834707566e-13	3.647763341e-11	4.964021273e-13	5.913877244e-13	1.052862208e-14	7.122718648e-12	3.578473306e-14	4.937208005e-14	2.650633585e-14	7.025633466e-14	7.566611048e-14	5.75496546e-14	1.26052543e-13	6.192543765e-13	9.982139627e-14	4.723333541e-14	1.132200345e-13	9.239947132e-13	5.780127082e-14	1.486902473e-14	5.024487635e-15	1.162944896e-14	6.471288518e-15	1.785698427e-14	1	1
286.888	1705564817.996	01/18/2024_09:00:17.996	1	2	1.214866217e-07	0.0120000001	5.314595335e-13	4.473268544e-12	5.169953685e-15	4.999999912e-15	1.076844505e-14	2.083314803e-14	8.266815916e-14	6.291617753e-14	4.999999912e-15	2.187107002e-14	4.999999912e-15	3.197862981e-13	8.531014301e-14	6.408915065e-12	2.551205503e-13	2.337413032e-12	3.282929267e-12	9.013912013e-12	5.184501306e-14	2.615053627e-13	1.117732311e-14	3.916977826e-14	1.693307631e-14	3.140108345e-14	5.036675422e-14	1.69256048e-13	2.648707263e-13	3.628745221e-11	5.025234786e-13	5.949929134e-13	3.080349493e-14	7.107421856e-12	4.810220148e-14	6.304199242e-14	2.017265037e-14	4.869978661e-14	4.652958655e-14	5.030385356e-14	1.013507651e-13	6.043342367e-13	1.081444436e-13	7.194296699e-14	1.500072988e-13	9.357932181e-13	9.185220537e-14	2.221704401e-14	4.999999912e-15	1.124022716e-14	4.999999912e-15	3.124382331e-14	1	1
295.907	1705564827.015	01/18/2024_09:00:27.015	1	2	1.157821785e-07	0.01000000071	5.529099314e-13	4.416843193e-12	9.730522222e-15	4.999999912e-15	4.999999912e-15	2.825586377e-14	8.748034984e-14	5.266276578e-14	4.999999912e-15	9.573261238e-15	1.602096074e-14	3.22050817e-13	1.079242693e-13	6.420552891e-12	2.624803586e-13	2.315066324e-12	3.263664512e-12	8.934935257e-12	3.825766269e-14	2.504341678e-13	1.249831588e-14	2.680906204e-14	1.001359216e-14	4.961190218e-14	9.748214876e-14	1.663939169e-13	2.716014805e-13	3.621510036e-11	4.914209231e-13	5.752410267e-13	2.551952383e-14	7.077070267e-12	6.367103974e-14	6.209842482e-14	2.879055501e-14	7.04332629e-14	5.061837383e-14	8.260526188e-14	1.094025247e-13	5.996478813e-13	1.112267491e-13	3.272207537e-14	1.270472171e-13	9.175037032e-13	5.432973001e-14	2.422998563e-14	1.680726481e-14	2.636873365e-14	2.463886368e-14	3.910687082e-14	1	1
304.926	1705564836.034	01/18/2024_09:00:36.034	1	2	1.177348494e-07	0.00800000038	5.209229857e-13	4.379619931e-12	1.407092487e-14	1.966941624e-14	5.201406136e-15	1.155474913e-14	1.074210436e-13	6.452024109e-14	1.948070408e-14	1.252976706e-14	1.325316792e-14	3.221137549e-13	7.876809421e-14	6.389493101e-12	2.670094777e-13	2.317519657e-12	3.224742522e-12	8.856147586e-12	5.624831384e-14	2.551205503e-13	1.177491501e-14	2.765827355e-14	4.999999912e-15	2.831876952e-14	6.703641684e-14	1.727157913e-13	2.571649491e-13	3.613924437e-11	5.067380435e-13	5.815314593e-13	3.096075168e-14	7.067524083e-12	5.725478549e-14	6.414281676e-14	1.325316792e-14	3.420032744e-14	3.721973901e-14	5.483296922e-14	1.256633008e-13	6.362896863e-13	1.246253805e-13	6.546381547e-14	1.23052786e-13	9.031929393e-13	5.854432878e-14	2.75953695e-14	4.999999912e-15	1.771938038e-14	4.999999912e-15	4.045931477e-14	1	1
313.945	1705564845.053	01/18/2024_09:00:45.053	1	2	1.137574301e-07	0.01000000071	5.519152843e-13	4.337076705e-12	8.138254441e-15	1.814005252e-14	4.999999912e-15	4.999999912e-15	9.84689557e-14	5.191971121e-14	5.936601088e-15	4.999999912e-15	2.131672422e-14	3.144197413e-13	1.10546602e-13	6.383325292e-12	2.489362611e-13	2.290277993e-12	3.210663289e-12	8.807188485e-12	4.506312858e-14	2.661405981e-13	2.634907571e-14	1.238430186e-14	1.729084269e-14	4.594379212e-14	6.64506224e-14	1.716267644e-13	2.566734802e-13	3.599219534e-11	4.899544312e-13	5.478894248e-13	1.946104275e-14	7.085872254e-12	5.135356794e-14	6.44376791e-14	3.396050531e-14	6.538124669e-14	5.468750317e-14	4.776802326e-14	1.164596035e-13	5.940297624e-13	1.103264344e-13	6.500382237e-14	1.280025754e-13	8.73734082e-13	7.142007661e-14	3.547021617e-14	2.807894569e-14	3.028059777e-14	8.106802413e-15	1.691341667e-14	1	1
322.964	1705564854.072	01/18/2024_09:00:54.072	1	2	1.137272463e-07	0.0120000001	5.34758056e-13	4.337234131e-12	2.347119996e-14	3.092536942e-14	4.999999912e-15	2.120664043e-14	9.804434825e-14	2.343974624e-14	8.122529274e-15	4.999999912e-15	4.999999912e-15	3.217323597e-13	9.181681972e-14	6.411129006e-12	2.671627839e-13	2.307576656e-12	3.209955739e-12	8.758563319e-12	5.693634176e-14	2.551795038e-13	4.999999912e-15	2.359700807e-14	2.37542699e-14	4.014086088e-14	7.637379634e-14	1.726489638e-13	2.792404708e-13	3.593723236e-11	4.910395007e-13	5.678143502e-13	2.532687805e-14	7.056040648e-12	3.803356488e-14	3.749887702e-14	1.070160907e-14	4.356915219e-14	5.555243901e-14	5.187252808e-14	1.247158166e-13	6.162192609e-13	1.204068583e-13	5.43572518e-14	1.278924883e-13	8.612003797e-13	5.187252808e-14	6.990249511e-15	1.067015705e-14	1.079596516e-14	9.569329311e-15	3.583191279e-14	1	1
331.983	1705564863.091	01/18/2024_09:01:03.091	1	2	1.151759577e-07	0.0120000001	5.295920495e-13	4.284795175e-12	1.034777122e-14	4.999999912e-15	4.999999912e-15	4.999999912e-15	9.382189578e-14	5.328001901e-14	1.582045279e-14	2.236251006e-14	8.586449219e-15	3.219761155e-13	1.002381365e-13	6.399295156e-12	2.496675284e-13	2.268583975e-12	3.179565335e-12	8.74147716e-12	4.900251957e-14	2.638210017e-13	1.305266083e-14	1.821082042e-14	3.07287934e-14	3.654744896e-14	5.114127099e-14	1.663506572e-13	2.503280244e-13	3.582033975e-11	4.725691951e-13	5.706057371e-13	4.135963626e-14	7.008885226e-12	5.529295554e-14	7.01069316e-14	3.223849749e-14	2.796100313e-14	5.52615069e-14	5.865833942e-14	1.093907273e-13	6.037563028e-13	8.668224152e-14	5.318565954e-14	1.384840186e-13	8.876280787e-13	6.152049085e-14	4.21144883e-14	1.399622673e-14	1.066229319e-14	6.793673493e-15	3.066588595e-14	1	1
341.002	1705564872.110	01/18/2024_09:01:12.110	1	2	1.127733569e-07	0.0120000001	5.302485339e-13	4.272619585e-12	1.694880063e-14	8.582517292e-15	1.65713763e-14	1.295437197e-14	1.05360924e-13	4.748888186e-14	4.999999912e-15	1.855286419e-14	2.053435038e-14	3.190471162e-13	1.051407564e-13	6.375230639e-12	2.42303817e-13	2.279572364e-12	3.155925174e-12	8.628575285e-12	3.754998699e-14	2.534063996e-13	1.364632081e-14	2.257874402e-14	6.569576527e-15	6.10133214e-14	7.145546226e-14	1.632014971e-13	2.652324432e-13	3.577747126e-11	4.848316843e-13	5.468238709e-13	1.653992258e-14	7.010328949e-12	7.460067855e-14	5.761648889e-14	4.009761137e-14	6.334079176e-14	7.419179881e-14	4.503561017e-14	1.085690443e-13	6.258318516e-13	9.189938171e-14	5.324463337e-14	1.233830204e-13	8.77700961e-13	7.246192036e-14	3.418460312e-14	9.714796208e-15	2.632155561e-14	1.103578729e-14	3.940566677e-14	1	1
350.021	1705564881.129	01/18/2024_09:01:21.129	1	2	1.108482834e-07	0.0120000001	5.059635436e-13	4.214240068e-12	9.868125265e-15	1.461740681e-14	4.999999912e-15	2.361273408e-14	9.570116374e-14	5.059871928e-14	1.257301402e-14	6.691454404e-15	6.848715388e-15	2.768972389e-13	9.353096368e-14	6.360050073e-12	2.342166175e-13	2.278168973e-12	3.133872935e-12	8.591694196e-12	4.823980367e-14	2.461998975e-13	7.792281292e-15	3.767186487e-14	4.999999912e-15	2.213448202e-14	4.996967873e-14	1.577563492e-13	2.669897994e-13	3.574253393e-11	4.851422541e-13	5.583314843e-13	7.100332454e-15	6.973289134e-12	5.29576315e-14	4.034530414e-14	1.848602651e-14	4.484296438e-14	4.31130961e-14	3.6413777e-14	9.831169895e-14	6.000370556e-13	1.227500496e-13	5.651172753e-14	1.213661604e-13	8.526611492e-13	5.440443153e-14	2.005863805e-14	4.999999912e-15	5.559174642e-15	1.166090014e-14	2.282643001e-14	1	1
359.04	1705564890.148	01/18/2024_09:01:30.148	1	2	1.128512963e-07	0.01000000071	5.123405498e-13	4.197609708e-12	1.124415909e-14	4.999999912e-15	4.999999912e-15	1.382323719e-14	8.60060314e-14	4.584157218e-14	1.376033483e-14	1.866687821e-14	1.838380658e-14	3.29603288e-13	8.087932044e-14	6.3682358e-12	2.455000992e-13	2.265485759e-12	3.117132637e-12	8.530574684e-12	3.35437651e-14	2.243327865e-13	4.999999912e-15	2.75678477e-14	2.492586385e-14	4.181569574e-14	6.471289027e-14	1.568049212e-13	2.485509628e-13	3.55988225e-11	4.636210578e-13	5.469693708e-13	2.630976153e-14	6.927801215e-12	5.18489433e-14	5.615789477e-14	2.432827363e-14	6.373787403e-14	4.816903915e-14	5.593773058e-14	1.031789264e-13	5.824160056e-13	9.031498287e-14	3.94253281e-14	1.051289589e-13	8.636929605e-13	6.773229845e-14	5.048076655e-15	2.461134188e-14	4.999999912e-15	2.297582629e-14	1.983060831e-14	1	1
368.059	1705564899.167	01/18/2024_09:01:39.167	1	2	1.060309174e-07	0.01400000043	5.104652053e-13	4.157079195e-12	1.496731274e-14	2.213841225e-14	4.999999912e-15	4.999999912e-15	1.079714524e-13	5.311882526e-14	4.999999912e-15	2.478039949e-14	4.999999912e-15	2.945773237e-13	1.194200582e-13	6.357428473e-12	2.422094372e-13	2.263563252e-12	3.111765836e-12	8.495784805e-12	3.887098231e-14	2.641001296e-13	4.999999912e-15	1.933916826e-14	4.999999912e-15	1.072126617e-14	5.550919628e-14	1.48356086e-13	2.441594561e-13	3.546717087e-11	4.978214022e-13	5.600024025e-13	3.056759964e-14	6.947864593e-12	5.248978132e-14	4.286541011e-14	1.836415202e-14	3.802177079e-14	5.541483681e-14	5.500595706e-14	1.05109301e-13	5.9393934e-13	1.102674606e-13	6.485048907e-14	1.295476584e-13	8.532941064e-13	5.050829343e-14	4.999999912e-15	4.999999912e-15	1.179064187e-14	1.584797628e-14	3.163697535e-14	1	1
377.078	1705564908.186	01/18/2024_09:01:48.186	1	2	1.109404835e-07	0.01400000043	5.179861531e-13	4.156612554e-12	4.999999912e-15	4.999999912e-15	1.550593082e-14	9.718728135e-15	8.970166325e-14	5.044931622e-14	8.460639416e-15	1.141714693e-14	1.34929909e-14	3.049290421e-13	1.170336208e-13	6.359901755e-12	2.267703305e-13	2.214502019e-12	3.082425157e-12	8.437271715e-12	5.283968385e-14	2.46553754e-13	9.309849238e-15	4.076204096e-14	4.999999912e-15	5.299694738e-14	4.69266756e-14	1.347097618e-13	2.445093553e-13	3.553397854e-11	4.792370927e-13	5.450979837e-13	2.802390549e-14	6.935617879e-12	6.460280986e-14	5.16130514e-14	9.058231324e-15	4.93799439e-14	5.762041912e-14	5.274533116e-14	9.916877432e-14	5.918988173e-13	9.662114316e-14	5.277678319e-14	1.002066878e-13	8.454978796e-13	7.171100194e-14	3.066588934e-14	4.019590447e-14	2.437544829e-14	4.999999912e-15	2.660855748e-14	1	1
386.097	1705564917.205	01/18/2024_09:01:57.205	1	2	1.089453718e-07	0.0120000001	4.88216672e-13	4.136844513e-12	1.869833024e-14	1.523858859e-14	5.960190956e-15	7.878775215e-15	1.058523657e-13	5.744743467e-14	4.999999912e-15	6.872304409e-15	5.708573042e-15	3.135312105e-13	9.125853691e-14	6.357668298e-12	2.417572978e-13	2.239191688e-12	3.084768335e-12	8.424611703e-12	4.430041606e-14	2.460662696e-13	1.225062989e-14	1.344581286e-14	9.954620034e-15	4.832629929e-14	7.276464994e-14	1.530621062e-13	2.430468478e-13	3.529475323e-11	4.8560613e-13	5.49548471e-13	2.196935803e-14	6.900690522e-12	4.433187148e-14	4.842065537e-14	1.646522443e-14	5.015052704e-14	6.065556179e-14	6.855005794e-14	1.057265508e-13	5.949339871e-13	1.020466399e-13	5.096828314e-14	1.032103751e-13	8.196598782e-13	5.964908336e-14	2.354196617e-14	9.011053283e-15	1.778621806e-14	1.885559037e-14	2.945498121e-14	1	1
395.116	1705564926.224	01/18/2024_09:02:06.224	1	2	1.06719817e-07	0.0120000001	4.88098765e-13	4.093054888e-12	4.999999912e-15	4.999999912e-15	8.956013082e-15	4.999999912e-15	9.500921236e-14	5.547380385e-14	1.757391263e-14	2.480791621e-14	8.798751251e-15	2.861756513e-13	8.821554733e-14	6.281451054e-12	2.218244848e-13	2.214714089e-12	3.0662352e-12	8.398624678e-12	4.025094467e-14	2.693801941e-13	2.002718432e-14	2.031025427e-14	1.156654321e-14	3.70113689e-14	5.239149501e-14	1.404890879e-13	2.227994807e-13	3.529852105e-11	4.773421242e-13	5.424166433e-13	4.408811234e-14	6.921299471e-12	6.119811011e-14	6.163843172e-14	1.096895131e-14	5.232858756e-14	4.852287531e-14	2.553131622e-14	9.76826584e-14	5.95099111e-13	1.002617314e-13	3.896140138e-14	1.256122078e-13	8.408980435e-13	6.972165358e-14	2.053041846e-14	9.459247215e-15	1.521500042e-14	9.52215127e-15	8.861656153e-15	1	1
404.135	1705564935.243	01/18/2024_09:02:15.243	1	2	1.034414367e-07	0.01400000043	5.161108628e-13	4.071105432e-12	4.999999912e-15	4.999999912e-15	2.058153012e-14	4.999999912e-15	8.622226197e-14	5.329180971e-14	6.931277384e-15	4.999999912e-15	4.999999912e-15	3.089981342e-13	1.289028834e-13	6.310123431e-12	2.242659319e-13	2.231875275e-12	3.046597046e-12	8.342061417e-12	4.649813791e-14	2.481381528e-13	2.064443417e-14	8.409531142e-15	1.051682799e-14	6.011693693e-14	5.992822476e-14	1.711431696e-13	2.306821726e-13	3.528274201e-11	4.555024435e-13	5.311765025e-13	1.561208269e-14	6.895701458e-12	3.237610307e-14	5.109015763e-14	2.058153012e-14	5.112161305e-14	5.863868825e-14	5.033530559e-14	1.025459489e-13	5.876960702e-13	6.939534261e-14	4.366743851e-14	1.061943976e-13	8.217947265e-13	4.84796258e-14	1.825406823e-14	8.724052263e-15	2.064443417e-14	3.574148695e-14	1.416528265e-14	1	1
413.154	1705564944.262	01/18/2024_09:02:24.262	1	2	1.030946635e-07	0.01000000071	4.822092703e-13	4.072745179e-12	4.999999912e-15	7.973131297e-15	1.281676893e-14	2.640411761e-14	9.396342482e-14	5.7824859e-14	4.999999912e-15	1.983061e-14	6.431973908e-15	2.852556787e-13	8.493664891e-14	6.267022925e-12	2.319442381e-13	2.219015553e-12	3.029160906e-12	8.318287899e-12	4.049470381e-14	2.467582074e-13	1.209336891e-14	2.325889962e-14	4.999999912e-15	3.392119281e-14	4.920696283e-14	1.449474357e-13	2.374483531e-13	3.5151871e-11	4.619226551e-13	5.428490773e-13	4.093503219e-14	6.87271377e-12	6.848714711e-14	5.7824859e-14	1.602489266e-14	4.603028774e-14	3.35437651e-14	4.829484726e-14	1.022038967e-13	5.856241056e-13	1.078653022e-13	7.097187421e-14	1.287810055e-13	8.260446905e-13	4.942712364e-14	2.112014821e-14	1.099254287e-14	1.957899209e-14	4.999999912e-15	4.999999912e-15	1	1
422.173	1705564953.281	01/18/2024_09:02:33.281	1	2	1.073001101e-07	0.01000000071	5.023269127e-13	4.026750287e-12	4.999999912e-15	9.754112089e-15	5.445161042e-15	4.999999912e-15	1.059349209e-13	7.523758634e-14	4.999999912e-15	7.049223333e-15	1.717683037e-14	3.081725142e-13	8.404420145e-14	6.319080242e-12	2.229370795e-13	2.201689135e-12	3.020939835e-12	8.259444344e-12	3.651993055e-14	2.548925155e-13	9.722660062e-15	2.865688305e-14	1.981881591e-14	4.070307053e-14	6.611644419e-14	1.500308937e-13	2.254847242e-13	3.511730143e-11	4.527897425e-13	5.139956928e-13	1.670504657e-14	6.859696405e-12	5.529688917e-14	5.403880129e-14	3.114160676e-14	5.680659664e-14	5.375573305e-14	4.894354575e-14	8.237722706e-14	5.96337541e-13	9.209595434e-14	3.859577791e-14	1.019090411e-13	8.316314217e-13	5.171133771e-14	2.592054142e-14	2.264951193e-14	2.459954949e-14	4.999999912e-15	1.422032454e-14	1	1
