PV MassSpec-23.06.00
EXPORTED SCAN DATA
Run Path and Name: C:\Pfeiffer Vacuum\data\001-17-2024\standard, Position 1, RGA PrismaPro A 200 47504651, 001-17-2024 16'54'15.isi
01/17/2024 16:54:15
SensorID:  RGA PrismaPro A 200 47504651
56 Bins
556 TimePoints

Time Relative (sec)	Time Absolute (UTC)	Time Absolute (Date_Time)	Step	Ionizer_State	Pressure_(Torr)	Analog_1	1_amu	2_amu	3_amu	4_amu	5_amu	6_amu	7_amu	8_amu	9_amu	10_amu	11_amu	12_amu	13_amu	14_amu	15_amu	16_amu	17_amu	18_amu	19_amu	20_amu	21_amu	22_amu	23_amu	24_amu	25_amu	26_amu	27_amu	28_amu	29_amu	30_amu	31_amu	32_amu	33_amu	34_amu	35_amu	36_amu	37_amu	38_amu	39_amu	40_amu	41_amu	42_amu	43_amu	44_amu	45_amu	46_amu	47_amu	48_amu	49_amu	50_amu	Periph:_Digital_In_0	Periph:_Digital_In_1
204.718	1705507060.280	01/17/2024_16:57:40.280	1	2	1.676722547e-07	0.0120000001	1.06626871e-12	1.140524914e-11	4.999999912e-15	4.999999912e-15	1.691341837e-14	1.53093548e-14	1.170572021e-13	8.6611477e-14	4.999999912e-15	4.999999912e-15	1.552952069e-14	3.492058801e-13	1.039101869e-13	6.621229606e-12	2.905789758e-13	3.303369297e-12	7.550751691e-12	2.202866882e-11	1.741114848e-13	2.806086255e-13	4.999999912e-15	1.499483284e-14	5.684983598e-15	5.217132743e-14	7.296122257e-14	1.553659816e-13	2.38934469e-13	4.265793621e-11	5.919538405e-13	3.899993664e-13	3.493552493e-14	8.17455912e-12	3.245080122e-14	4.009368114e-14	7.666472336e-15	2.512243987e-14	4.927772735e-14	7.082247115e-14	1.042876045e-13	7.101826722e-13	8.865587572e-14	4.493732047e-14	1.135030993e-13	1.247732061e-12	1.437286705e-13	2.634907741e-14	1.763681838e-14	1.26044669e-14	1.839167043e-14	1.867474037e-14	1	1
222.662	1705507078.224	01/17/2024_16:57:58.224	1	2	1.721349463e-07	0.0120000001	1.055865898e-12	1.132027371e-11	4.999999912e-15	4.999999912e-15	1.486116257e-14	2.341615637e-14	1.085257982e-13	7.08460661e-14	7.281182459e-15	1.703136262e-14	1.209336806e-14	3.508649534e-13	1.063870468e-13	6.558898823e-12	2.78682188e-13	3.284049465e-12	7.522956216e-12	2.182860837e-11	1.601073874e-13	3.030261589e-13	4.999999912e-15	2.728477776e-14	1.281676893e-14	4.687949248e-14	5.449093054e-14	1.449159803e-13	2.533946089e-13	4.238174395e-11	5.886749963e-13	4.052772657e-13	2.813398758e-14	8.126460442e-12	5.159732369e-14	3.85761132e-14	2.01765823e-14	4.870372362e-14	5.169168316e-14	4.71625675e-14	9.119563964e-14	6.934737073e-13	7.235577697e-14	7.389693648e-14	1.363924436e-13	1.197447848e-12	1.133694375e-13	2.467424763e-14	4.999999912e-15	2.715896796e-14	1.781766669e-14	3.744383682e-14	1	1
240.606	1705507096.168	01/17/2024_16:58:16.168	1	2	1.725418315e-07	0.01000000071	1.051140186e-12	1.125492408e-11	8.908833347e-15	1.960257857e-14	1.81243265e-14	1.856465827e-14	9.618867524e-14	6.467357438e-14	7.367676381e-15	3.120844105e-14	1.10790351e-14	3.199395501e-13	1.112228257e-13	6.543982804e-12	2.841155317e-13	3.260373742e-12	7.464385013e-12	2.170739977e-11	1.5198487e-13	2.838953844e-13	5.826518569e-15	2.447766992e-14	6.707179994e-15	3.410204112e-14	4.910473951e-14	1.407564386e-13	2.328799046e-13	4.221249392e-11	6.050223256e-13	3.786293924e-13	3.859970476e-14	8.052524793e-12	3.938600883e-14	4.253122851e-14	2.007436237e-14	4.643130024e-14	3.45423729e-14	4.746922392e-14	8.065129239e-14	6.965796212e-13	8.477152492e-14	4.938780775e-14	1.265400545e-13	1.197644523e-12	1.282384572e-13	4.999999912e-15	1.457022877e-14	1.664607274e-14	2.180423404e-14	1.475894263e-14	1	1
258.55	1705507114.112	01/17/2024_16:58:34.112	1	2	1.680652844e-07	0.01400000043	1.041047999e-12	1.110546637e-11	2.556670357e-14	1.729477293e-14	4.999999912e-15	6.915550946e-15	9.180502224e-14	5.764793753e-14	1.789236822e-14	1.575361681e-14	4.999999912e-15	3.290174936e-13	8.262098959e-14	6.506810282e-12	2.909603168e-13	3.231378923e-12	7.404439908e-12	2.149179966e-11	1.520988739e-13	2.956781413e-13	7.261525365e-15	2.773690532e-14	1.320598904e-14	3.330394296e-14	5.510030976e-14	1.441414804e-13	2.33465699e-13	4.196699932e-11	5.829310559e-13	3.7688773e-13	3.541123558e-14	8.012521202e-12	3.053614761e-14	4.572756155e-14	2.286181396e-14	3.814758229e-14	2.99385557e-14	3.924840664e-14	6.49133999e-14	6.998703375e-13	7.74313678e-14	5.252123335e-14	1.237919001e-13	1.178588368e-12	1.376937843e-13	1.260839882e-14	1.068981414e-14	2.534653599e-14	4.999999912e-15	2.311343188e-14	1	1
276.494	1705507132.056	01/17/2024_16:58:52.056	1	2	1.617873409e-07	0.0120000001	1.021284186e-12	1.10152356e-11	1.358734783e-14	4.999999912e-15	5.126707571e-15	1.462527067e-14	9.951475679e-14	6.938353836e-14	4.999999912e-15	2.189072796e-14	2.94392535e-14	3.365070267e-13	7.039001679e-14	6.492047785e-12	2.836044388e-13	3.20074826e-12	7.374155106e-12	2.1379001e-11	1.3933322e-13	2.745462007e-13	4.999999912e-15	2.431254762e-14	1.365025274e-14	6.255841114e-14	6.472861797e-14	1.352444361e-13	2.173975789e-13	4.166839443e-11	5.88187539e-13	3.753819358e-13	4.343547684e-14	7.939634193e-12	3.890636457e-14	4.337257956e-14	1.833662853e-14	5.15186987e-14	3.466031715e-14	5.648814614e-14	7.995148055e-14	6.868844686e-13	7.315780197e-14	4.274353224e-14	1.27475721e-13	1.19013523e-12	1.434849012e-13	8.586449219e-15	4.999999912e-15	1.575755043e-14	4.999999912e-15	2.179637018e-14	1	1
294.438	1705507150.000	01/17/2024_16:59:10.000	1	2	1.637818485e-07	0.01400000043	1.021079705e-12	1.093852352e-11	1.959471641e-14	3.233285357e-14	2.110442219e-14	4.999999912e-15	9.706147154e-14	5.730589885e-14	4.999999912e-15	2.453271012e-14	1.088245992e-14	3.400926188e-13	9.228074305e-14	6.458770584e-12	2.881020888e-13	3.2035635e-12	7.349450042e-12	2.128239772e-11	1.374460848e-13	2.80616486e-13	4.999999912e-15	3.849748143e-14	1.122843307e-14	1.651240248e-14	6.611251396e-14	1.345524847e-13	2.392254147e-13	4.149895705e-11	5.773364642e-13	3.817038374e-13	2.078990022e-14	7.928721048e-12	4.978882364e-14	3.978702472e-14	1.506560074e-14	4.871945132e-14	4.003864433e-14	4.123382815e-14	6.636413695e-14	6.864441199e-13	8.293944009e-14	6.375360174e-14	1.185118762e-13	1.188122409e-12	1.226635574e-13	4.999999912e-15	1.377606084e-14	1.751887074e-14	2.55706338e-14	4.999999912e-15	1	1
312.382	1705507167.944	01/17/2024_16:59:27.944	1	2	1.630271811e-07	0.01600000076	1.012678114e-12	1.086643015e-11	4.999999912e-15	4.999999912e-15	6.019164354e-15	4.999999912e-15	1.0364678e-13	4.857398527e-14	1.149184423e-14	1.960651219e-14	4.999999912e-15	3.073940841e-13	8.977635801e-14	6.445541583e-12	2.969519704e-13	3.191906591e-12	7.255654844e-12	2.115790182e-11	1.291545131e-13	2.671352993e-13	4.999999912e-15	2.64316394e-14	7.340154587e-15	2.98284753e-14	4.297549052e-14	1.485605123e-13	2.291410334e-13	4.132110973e-11	5.845508539e-13	3.735695293e-13	1.916618042e-14	7.862510122e-12	3.401161527e-14	5.741204902e-14	1.661855264e-14	3.564712748e-14	3.319385917e-14	2.954540367e-14	8.320284023e-14	7.035974451e-13	1.000612286e-13	4.634087439e-14	1.101888288e-13	1.165252682e-12	1.39911154e-13	2.526790761e-14	4.999999912e-15	1.58637006e-14	1.202653293e-14	1.753066821e-14	1	1
330.326	1705507185.888	01/17/2024_16:59:45.888	1	2	1.643874867e-07	0.01000000071	1.030810311e-12	1.079549124e-11	7.576047333e-15	4.999999912e-15	4.999999912e-15	4.999999912e-15	1.069964294e-13	7.516681505e-14	4.999999912e-15	1.848996013e-14	4.999999912e-15	3.262811028e-13	8.20233909e-14	6.437174578e-12	2.806125558e-13	3.181464424e-12	7.234378027e-12	2.102122816e-11	1.573828551e-13	2.879094532e-13	4.999999912e-15	2.17295359e-14	4.999999912e-15	3.449912339e-14	4.141861008e-14	1.4036721e-13	2.346923383e-13	4.109628957e-11	5.533031173e-13	3.415983859e-13	3.324103552e-14	7.855055148e-12	2.710786138e-14	3.953147827e-14	2.434006603e-14	2.110049196e-14	2.720221577e-14	2.855465972e-14	8.196049362e-14	6.958129819e-13	7.0637696e-14	4.538158586e-14	1.050464105e-13	1.15237301e-12	1.302396098e-13	2.757964348e-14	4.999999912e-15	1.257694679e-14	4.999999912e-15	1.150757109e-14	1	1
348.27	1705507203.832	01/17/2024_17:00:03.832	1	2	1.603775814e-07	0.0120000001	1.021028748e-12	1.07327593e-11	9.384548226e-15	4.999999912e-15	4.999999912e-15	8.503887224e-15	1.212914453e-13	6.681626281e-14	1.190072482e-14	1.331607283e-14	4.999999912e-15	3.310775861e-13	1.069492531e-13	6.394935363e-12	3.014810894e-13	3.147605874e-12	7.206307599e-12	2.08622529e-11	1.406660162e-13	2.98021319e-13	1.718469253e-14	2.073879026e-14	4.999999912e-15	2.523645389e-14	4.825946161e-14	1.425531378e-13	2.257442009e-13	4.090604244e-11	5.631633397e-13	3.491625934e-13	2.161945211e-14	7.828886844e-12	3.898106271e-14	6.225568834e-14	2.338077411e-14	1.608386479e-14	1.542336883e-14	2.655744751e-14	6.599850332e-14	6.960174624e-13	7.606319275e-14	5.832416798e-14	1.265754266e-13	1.140059401e-12	1.239334427e-13	2.894781176e-14	1.63354844e-14	4.999999912e-15	4.999999912e-15	7.465964391e-15	1	1
366.214	1705507221.776	01/17/2024_17:00:21.776	1	2	1.566508843e-07	0.0120000001	1.023788584e-12	1.066363404e-11	1.678367663e-14	4.999999912e-15	1.492799685e-14	1.159406501e-14	1.071458325e-13	5.374000534e-14	1.300941387e-14	5.775408601e-15	4.999999912e-15	3.275942885e-13	1.054788581e-13	6.397521402e-12	2.639350056e-13	3.124354725e-12	7.187585162e-12	2.077310893e-11	1.717171734e-13	2.78403033e-13	2.348299405e-14	1.857645236e-14	4.999999912e-15	2.952181549e-14	4.549952673e-14	1.482224039e-13	2.425789604e-13	4.078664836e-11	5.662220909e-13	3.532907202e-13	2.631369176e-14	7.788778303e-12	3.958651847e-14	4.738666192e-14	1.69723888e-14	2.319992411e-14	2.335718594e-14	5.307950938e-14	9.978601739e-14	7.003027715e-13	7.147904366e-14	5.311096479e-14	1.134991827e-13	1.136214603e-12	1.439763429e-13	2.310556802e-14	1.014726413e-14	1.253763091e-14	4.999999912e-15	6.813331857e-15	1	1
384.158	1705507239.720	01/17/2024_17:00:39.720	1	2	1.556621072e-07	0.01000000071	9.921870183e-13	1.059839629e-11	4.999999912e-15	4.999999912e-15	4.999999912e-15	2.333359607e-14	1.033165185e-13	6.950541623e-14	4.999999912e-15	2.311343188e-14	5.62601147e-15	3.196447013e-13	9.991968597e-14	6.367602626e-12	2.739132163e-13	3.119110222e-12	7.160166557e-12	2.078885848e-11	1.556844389e-13	2.855190856e-13	4.999999912e-15	2.503201571e-14	4.999999912e-15	1.968514226e-14	5.195509347e-14	1.412164385e-13	2.263575205e-13	4.05919777e-11	5.607887201e-13	3.517573873e-13	2.261019605e-14	7.745680833e-12	4.056939856e-14	4.126134655e-14	6.223602532e-15	3.097647938e-14	2.827159148e-14	5.3527705e-14	9.724625348e-14	6.932024941e-13	7.120383927e-14	5.739632131e-14	1.170925878e-13	1.14628695e-12	1.328501382e-13	1.676008677e-14	1.301727687e-14	1.386648669e-14	4.999999912e-15	1.075271904e-14	1	1
402.102	1705507257.664	01/17/2024_17:00:57.664	1	2	1.567425869e-07	0.01000000071	9.986740167e-13	1.057235983e-11	1.113800807e-14	4.999999912e-15	2.692701137e-14	9.879920199e-15	1.061865372e-13	6.762614828e-14	4.999999912e-15	1.201866907e-14	1.022589419e-14	3.120096954e-13	1.026638898e-13	6.336331199e-12	2.65460478e-13	3.11240313e-12	7.151446102e-12	2.066599843e-11	1.557237412e-13	2.850866244e-13	4.999999912e-15	3.066981958e-14	2.856252358e-14	4.450878956e-14	5.167988907e-14	1.51257533e-13	2.21175766e-13	4.045815419e-11	5.624320996e-13	3.711083903e-13	3.554491093e-14	7.739320469e-12	4.57354254e-14	3.85643225e-14	1.296223582e-14	4.347086588e-14	4.303053411e-14	5.057905795e-14	8.284901085e-14	6.80629381e-13	6.322283734e-14	5.507672159e-14	1.188932308e-13	1.146751097e-12	1.272909729e-13	1.843491824e-14	4.999999912e-15	2.302693795e-14	1.544695869e-14	2.192611191e-14	1	1
420.046	1705507275.608	01/17/2024_17:01:15.608	1	2	1.54656874e-07	0.0120000001	9.991693887e-13	1.048195818e-11	2.213841395e-14	1.804962836e-14	2.251583997e-14	1.355196388e-14	1.144820594e-13	7.400307987e-14	4.999999912e-15	2.380537987e-14	1.330034681e-14	3.323513882e-13	8.733880725e-14	6.303172827e-12	2.830972761e-13	3.091652368e-12	7.089148279e-12	2.063219734e-11	1.578231903e-13	2.832230978e-13	1.034384099e-14	1.685444454e-14	1.852141047e-14	4.698564942e-14	6.054154438e-14	1.594901647e-13	2.507644157e-13	4.041514692e-11	5.579579767e-13	3.6094142e-13	3.732982619e-14	7.696725202e-12	4.50670622e-14	5.025667721e-14	1.147611906e-14	4.434366557e-14	4.267669456e-14	3.368136729e-14	9.372360608e-14	6.647067337e-13	6.802716756e-14	5.299301715e-14	9.897612515e-14	1.132841325e-12	1.400526965e-13	2.569251168e-14	1.487295665e-14	1.701170637e-14	1.804962836e-14	1.512457457e-14	1	1
437.99	1705507293.552	01/17/2024_17:01:33.552	1	2	1.568389365e-07	0.01400000043	1.00900603e-12	1.047466974e-11	4.999999912e-15	2.664393974e-14	1.308804393e-14	3.677154677e-14	1.097091913e-13	8.014411617e-14	4.999999912e-15	8.810545338e-15	1.808894424e-14	3.180485389e-13	1.055574898e-13	6.324678628e-12	2.860616475e-13	3.101489118e-12	7.080270831e-12	2.051552851e-11	1.710095146e-13	3.064426425e-13	1.667359454e-14	2.340436398e-14	8.590379452e-15	3.730623124e-14	6.281396437e-14	1.391484448e-13	2.265226309e-13	4.022771352e-11	5.578715658e-13	3.673970308e-13	5.224602557e-14	7.722792024e-12	4.985565793e-14	5.784451694e-14	6.011301347e-15	2.007043044e-14	3.101579527e-14	5.671223717e-14	9.259919356e-14	6.708478174e-13	8.662327447e-14	4.944678158e-14	1.138608793e-13	1.127030327e-12	1.466655031e-13	3.221097569e-14	1.252190321e-14	7.898431461e-15	1.1578339e-14	2.217772813e-14	1	1
455.934	1705507311.496	01/17/2024_17:01:51.496	1	2	1.517731789e-07	0.0120000001	9.896472747e-13	1.042870304e-11	1.146825521e-14	4.999999912e-15	1.373281388e-14	2.332573391e-14	1.116120407e-13	7.191937204e-14	4.999999912e-15	1.841919053e-14	6.467356591e-15	3.336645196e-13	1.050070878e-13	6.277720531e-12	2.60884142e-13	3.084976719e-12	7.102915044e-12	2.048866979e-11	1.606145772e-13	2.973687106e-13	6.561713521e-15	2.728870969e-14	1.640625061e-14	4.068734282e-14	7.276858017e-14	1.514619728e-13	2.279222546e-13	4.006958307e-11	5.540815745e-13	3.653997948e-13	3.556063864e-14	7.661617001e-12	5.07520458e-14	5.694812569e-14	1.326103093e-14	2.445801198e-14	4.905362954e-14	5.414888508e-14	8.64188346e-14	6.642271368e-13	8.874629818e-14	2.816937154e-14	1.297914142e-13	1.122076715e-12	1.26772006e-13	3.672436704e-14	1.964582637e-14	4.999999912e-15	2.040067842e-14	1.863935642e-14	1	1
473.878	1705507329.440	01/17/2024_17:02:09.440	1	2	1.579795139e-07	0.0120000001	9.95650719e-13	1.03659659e-11	1.943745458e-14	9.718726441e-15	4.999999912e-15	3.915798079e-14	1.147690477e-13	7.809580077e-14	1.73616106e-14	1.327282417e-14	4.999999912e-15	3.270399359e-13	8.709112804e-14	6.287592842e-12	2.751123439e-13	3.085869017e-12	7.041989387e-12	2.03615718e-11	1.516624825e-13	2.860262483e-13	1.333572907e-14	3.233285357e-14	5.409776664e-15	4.255482007e-14	5.607925962e-14	1.579214597e-13	2.368664618e-13	4.007114432e-11	5.661709708e-13	3.484273959e-13	2.616822571e-14	7.64068149e-12	5.236790683e-14	4.884525266e-14	1.468817303e-14	2.654565004e-14	4.271207682e-14	3.818296455e-14	8.702822398e-14	6.813803536e-13	6.589234638e-14	5.595345151e-14	1.089818611e-13	1.109837808e-12	1.489261324e-13	3.41256293e-14	9.81308337e-15	7.234003571e-15	4.999999912e-15	2.629403382e-14	1	1
